test_indices,y_test,y_pred,risk_scores,quantiles
94.0,0.0,0.0,0.08897707668422027,1
44.0,0.0,0.0,0.08208058837507261,1
103.0,0.0,0.0,0.07863552499308217,1
112.0,0.0,0.0,0.06575306542443433,1
3.0,0.0,0.0,0.05463784152846274,1
104.0,0.0,0.0,0.051631224664786056,1
131.0,0.0,0.0,0.04497777701372117,1
17.0,0.0,0.0,0.04307282143605907,1
108.0,0.0,0.0,0.04079089319760811,1
93.0,0.0,0.0,0.034967161047937054,1
144.0,0.0,0.0,0.029414358708552937,1
77.0,0.0,0.0,0.02789633946683223,1
118.0,0.0,0.0,0.026328888623921565,0
25.0,0.0,0.0,0.024031824884525755,0
81.0,0.0,0.0,0.02236191784338703,0
46.0,0.0,0.0,0.020810096774754375,0
141.0,0.0,0.0,0.0162932611516177,0
57.0,0.0,0.0,0.014253575815212416,0
4.0,0.0,0.0,0.011913640886548681,0
115.0,0.0,0.0,0.010917383664522178,0
55.0,0.0,0.0,0.0077354260333105255,0
122.0,0.0,0.0,0.00563168775520149,0
15.0,0.0,0.0,0.005507710583365558,0
11.0,0.0,0.0,0.005459295738720162,0
69.0,0.0,0.0,0.003776668041064195,0
92.0,0.0,0.0,0.0027273108976626466,0
154.0,0.0,0.0,0.0026758585423114142,0
30.0,0.0,0.0,2.8104647631512075e-05,0
