test_indices,y_test,y_pred,risk_scores
3473,1.0,1.0,1.0
2098,1.0,1.0,1.0
1251,1.0,1.0,1.0
4605,1.0,1.0,1.0
560,1.0,1.0,1.0
1102,1.0,1.0,1.0
71,1.0,1.0,1.0
4646,1.0,1.0,1.0
1260,1.0,1.0,1.0
2403,1.0,1.0,1.0
3058,1.0,1.0,1.0
2180,1.0,1.0,1.0
3454,1.0,1.0,1.0
1175,1.0,1.0,1.0
2369,1.0,1.0,1.0
2976,1.0,1.0,1.0
3038,1.0,1.0,1.0
49,1.0,1.0,1.0
3036,1.0,1.0,1.0
5565,1.0,1.0,1.0
5867,1.0,1.0,1.0
1209,1.0,1.0,1.0
3810,1.0,1.0,1.0
3862,1.0,1.0,1.0
5283,1.0,1.0,1.0
2205,1.0,1.0,1.0
5856,1.0,1.0,1.0
2987,1.0,1.0,1.0
1167,1.0,1.0,1.0
2268,1.0,1.0,1.0
1085,1.0,1.0,1.0
106,1.0,1.0,1.0
2257,1.0,1.0,1.0
5481,1.0,1.0,1.0
5837,1.0,1.0,1.0
1077,1.0,1.0,1.0
3887,1.0,1.0,1.0
4674,1.0,1.0,1.0
2076,1.0,1.0,1.0
5541,1.0,1.0,1.0
4125,1.0,1.0,1.0
3848,1.0,1.0,1.0
111,1.0,1.0,1.0
5466,1.0,1.0,1.0
2259,1.0,1.0,1.0
3847,1.0,1.0,1.0
2078,1.0,1.0,1.0
3165,1.0,1.0,1.0
2553,1.0,1.0,0.9999999999999998
4473,1.0,1.0,0.9999999999999998
5538,1.0,1.0,0.9999999999999998
3882,1.0,1.0,0.9999999999999998
2363,1.0,1.0,0.9999999999999998
2015,1.0,1.0,0.9999999999999998
5215,1.0,1.0,0.9999999999999998
1211,1.0,1.0,0.9999999999999998
5465,1.0,1.0,0.9999999999999998
2042,1.0,1.0,0.9999999999999998
714,1.0,1.0,0.9999999999999998
5375,1.0,1.0,0.9999999999999998
5214,1.0,1.0,0.9999999999999998
3455,1.0,1.0,0.9999999999999998
1839,1.0,1.0,0.9999999999999998
426,1.0,1.0,0.9999999999999998
4283,1.0,1.0,0.9999999999999998
2658,1.0,1.0,0.9999999999999998
5802,1.0,1.0,0.9999999999999998
2922,1.0,1.0,0.9999999999999998
4578,1.0,1.0,0.9999999999999998
2334,1.0,1.0,0.9999999999999998
3295,1.0,1.0,0.9999999999999998
1087,1.0,1.0,0.9999999999999998
847,1.0,1.0,0.9999999999999998
5243,1.0,1.0,0.9999999999999998
894,1.0,1.0,0.9999999999999998
2335,1.0,1.0,0.9999999999999998
3323,1.0,1.0,0.9999999999999998
3294,1.0,1.0,0.9999999999999998
4255,1.0,1.0,0.9999999999999998
4842,1.0,1.0,0.9999999999999998
3618,1.0,1.0,0.9999999999999998
4415,1.0,1.0,0.9999999999999998
2495,1.0,1.0,0.9999999999999998
3513,1.0,1.0,0.9999999999999998
638,1.0,1.0,0.9999999999999998
191,1.0,1.0,0.9999999999999998
4254,1.0,1.0,0.9999999999999998
1863,1.0,1.0,0.9999999999999996
249,1.0,1.0,0.9999999999999996
3697,1.0,1.0,0.9999999999999996
1669,1.0,1.0,0.9999999999999996
1257,1.0,1.0,0.9999999999999996
5617,1.0,1.0,0.9999999999999996
2847,1.0,1.0,0.9999999999999996
4657,1.0,1.0,0.9999999999999996
1891,1.0,1.0,0.9999999999999996
3545,1.0,1.0,0.9999999999999996
2039,1.0,1.0,0.9999999999999996
2585,1.0,1.0,0.9999999999999996
1041,1.0,1.0,0.9999999999999996
4505,1.0,1.0,0.9999999999999996
2737,1.0,1.0,0.9999999999999996
4767,1.0,1.0,0.9999999999999996
5727,1.0,1.0,0.9999999999999996
3807,1.0,1.0,0.9999999999999996
3249,1.0,1.0,0.9999999999999993
1058,1.0,1.0,0.9999999999999993
2289,1.0,1.0,0.9999999999999993
252,1.0,1.0,0.9999999999999993
643,1.0,1.0,0.9999999999999993
986,1.0,1.0,0.9999999999999993
509,1.0,1.0,0.9999999999999993
1288,1.0,1.0,0.9999999999999993
4209,1.0,1.0,0.9999999999999993
1299,1.0,1.0,0.9999999999999993
5169,1.0,1.0,0.9999999999999993
221,1.0,1.0,0.9999999999999993
107,1.0,1.0,0.9999999999999991
4652,1.0,1.0,0.9999999999999991
3201,1.0,1.0,0.9999999999999991
973,1.0,1.0,0.9999999999999991
3300,1.0,1.0,0.9999999999999991
1218,1.0,1.0,0.9999999999999991
1582,1.0,1.0,0.9999999999999991
4260,1.0,1.0,0.9999999999999991
5612,1.0,1.0,0.9999999999999991
2340,1.0,1.0,0.9999999999999991
5220,1.0,1.0,0.9999999999999991
1827,1.0,1.0,0.9999999999999991
1978,1.0,1.0,0.9999999999999991
4161,1.0,1.0,0.9999999999999991
1771,1.0,1.0,0.9999999999999991
2732,1.0,1.0,0.9999999999999991
3692,1.0,1.0,0.9999999999999991
5121,1.0,1.0,0.9999999999999991
630,1.0,1.0,0.9999999999999991
2241,1.0,1.0,0.9999999999999989
816,1.0,1.0,0.9999999999999989
1292,1.0,1.0,0.9999999999999989
1464,1.0,1.0,0.9999999999999989
1338,1.0,1.0,0.9999999999999989
1182,1.0,1.0,0.9999999999999989
5826,1.0,1.0,0.9999999999999989
4866,1.0,1.0,0.9999999999999989
927,1.0,1.0,0.9999999999999989
1398,1.0,1.0,0.9999999999999989
3906,1.0,1.0,0.9999999999999987
5873,1.0,1.0,0.9999999999999987
2946,1.0,1.0,0.9999999999999987
551,1.0,1.0,0.9999999999999987
450,1.0,1.0,0.9999999999999987
4913,1.0,1.0,0.9999999999999987
3953,1.0,1.0,0.9999999999999987
2993,1.0,1.0,0.9999999999999984
4086,1.0,1.0,0.9999999999999984
5046,1.0,1.0,0.9999999999999984
2166,1.0,1.0,0.9999999999999984
3418,1.0,1.0,0.9999999999999984
3126,1.0,1.0,0.9999999999999984
1144,1.0,1.0,0.9999999999999984
1420,1.0,1.0,0.9999999999999984
761,1.0,1.0,0.9999999999999984
10,1.0,1.0,0.9999999999999984
5338,1.0,1.0,0.9999999999999984
4378,1.0,1.0,0.9999999999999984
885,1.0,1.0,0.9999999999999984
4167,1.0,1.0,0.9999999999999982
103,1.0,1.0,0.9999999999999982
2458,1.0,1.0,0.9999999999999982
4571,1.0,1.0,0.9999999999999982
1644,1.0,1.0,0.9999999999999982
3611,1.0,1.0,0.9999999999999982
2651,1.0,1.0,0.9999999999999982
2247,1.0,1.0,0.9999999999999982
5127,1.0,1.0,0.9999999999999982
3207,1.0,1.0,0.9999999999999982
174,1.0,1.0,0.999999999999998
704,1.0,1.0,0.999999999999998
424,1.0,1.0,0.999999999999998
1434,1.0,1.0,0.999999999999998
5531,1.0,1.0,0.999999999999998
1734,1.0,1.0,0.9999999999999978
1802,1.0,1.0,0.9999999999999978
1857,1.0,1.0,0.9999999999999976
5431,1.0,1.0,0.9999999999999976
1724,1.0,1.0,0.9999999999999976
932,1.0,1.0,0.9999999999999976
1756,1.0,1.0,0.9999999999999973
246,1.0,1.0,0.9999999999999973
5101,1.0,1.0,0.9999999999999973
4471,1.0,1.0,0.9999999999999973
1532,1.0,1.0,0.9999999999999973
3511,1.0,1.0,0.9999999999999973
2551,1.0,1.0,0.9999999999999971
3181,1.0,1.0,0.9999999999999971
4141,1.0,1.0,0.9999999999999971
1873,1.0,1.0,0.9999999999999971
2221,1.0,1.0,0.9999999999999969
5853,1.0,1.0,0.9999999999999964
4893,1.0,1.0,0.9999999999999962
3933,1.0,1.0,0.9999999999999962
2973,1.0,1.0,0.9999999999999962
238,1.0,1.0,0.9999999999999962
1946,1.0,1.0,0.999999999999996
881,1.0,1.0,0.999999999999996
117,1.0,1.0,0.999999999999996
383,1.0,1.0,0.9999999999999958
1674,1.0,1.0,0.9999999999999958
217,1.0,1.0,0.9999999999999958
1067,1.0,1.0,0.9999999999999951
1992,1.0,1.0,0.9999999999999951
3970,1.0,1.0,0.9999999999999951
4930,1.0,1.0,0.9999999999999951
3010,1.0,1.0,0.9999999999999949
1323,1.0,1.0,0.9999999999999947
2050,1.0,1.0,0.9999999999999947
673,1.0,1.0,0.9999999999999947
1057,1.0,1.0,0.999999999999994
145,1.0,1.0,0.9999999999999938
5241,1.0,1.0,0.9999999999999933
4281,1.0,1.0,0.9999999999999933
3321,1.0,1.0,0.9999999999999933
271,1.0,1.0,0.9999999999999933
2361,1.0,1.0,0.9999999999999933
284,1.0,1.0,0.9999999999999931
831,1.0,1.0,0.9999999999999931
1031,1.0,1.0,0.9999999999999929
1504,1.0,1.0,0.9999999999999927
2029,1.0,1.0,0.9999999999999922
5344,1.0,1.0,0.999999999999992
1797,1.0,1.0,0.999999999999992
1386,1.0,1.0,0.9999999999999918
4384,1.0,1.0,0.9999999999999918
3424,1.0,1.0,0.9999999999999918
160,1.0,1.0,0.9999999999999918
2464,1.0,1.0,0.9999999999999916
185,1.0,1.0,0.9999999999999913
24,1.0,1.0,0.9999999999999913
1497,1.0,1.0,0.9999999999999913
3283,1.0,1.0,0.9999999999999909
2115,1.0,1.0,0.9999999999999909
2323,1.0,1.0,0.9999999999999909
4035,1.0,1.0,0.9999999999999909
3075,1.0,1.0,0.9999999999999909
4995,1.0,1.0,0.9999999999999909
2397,1.0,1.0,0.9999999999999909
774,1.0,1.0,0.9999999999999907
4317,1.0,1.0,0.9999999999999907
3357,1.0,1.0,0.9999999999999907
5203,1.0,1.0,0.9999999999999907
4243,1.0,1.0,0.9999999999999907
3558,1.0,1.0,0.9999999999999905
5478,1.0,1.0,0.9999999999999905
4518,1.0,1.0,0.9999999999999905
2598,1.0,1.0,0.9999999999999905
3392,1.0,1.0,0.9999999999999902
2432,1.0,1.0,0.9999999999999902
5277,1.0,1.0,0.9999999999999902
1825,1.0,1.0,0.99999999999999
5312,1.0,1.0,0.99999999999999
1332,1.0,1.0,0.99999999999999
4352,1.0,1.0,0.99999999999999
1663,1.0,1.0,0.9999999999999896
2770,1.0,1.0,0.9999999999999891
3730,1.0,1.0,0.9999999999999891
5650,1.0,1.0,0.9999999999999891
2106,1.0,1.0,0.9999999999999891
4690,1.0,1.0,0.9999999999999891
2762,1.0,1.0,0.9999999999999889
5385,1.0,1.0,0.9999999999999889
3722,1.0,1.0,0.9999999999999887
4682,1.0,1.0,0.9999999999999885
1387,1.0,1.0,0.9999999999999885
3066,1.0,1.0,0.9999999999999885
2256,1.0,1.0,0.9999999999999885
3216,1.0,1.0,0.9999999999999882
600,1.0,1.0,0.9999999999999882
5642,1.0,1.0,0.999999999999988
4425,1.0,1.0,0.9999999999999878
4176,1.0,1.0,0.9999999999999878
1440,1.0,1.0,0.9999999999999876
4026,1.0,1.0,0.9999999999999876
5136,1.0,1.0,0.9999999999999873
2717,1.0,1.0,0.9999999999999873
644,1.0,1.0,0.9999999999999873
3677,1.0,1.0,0.9999999999999871
5738,1.0,1.0,0.9999999999999871
4637,1.0,1.0,0.9999999999999869
4986,1.0,1.0,0.9999999999999869
5597,1.0,1.0,0.9999999999999869
3465,1.0,1.0,0.9999999999999867
4778,1.0,1.0,0.9999999999999867
3818,1.0,1.0,0.9999999999999862
2858,1.0,1.0,0.999999999999986
1265,1.0,1.0,0.999999999999986
427,1.0,1.0,0.9999999999999858
2877,1.0,1.0,0.9999999999999853
2505,1.0,1.0,0.9999999999999851
3837,1.0,1.0,0.9999999999999851
4797,1.0,1.0,0.9999999999999849
5757,1.0,1.0,0.9999999999999847
4977,1.0,1.0,0.9999999999999845
4017,1.0,1.0,0.9999999999999845
3057,1.0,1.0,0.9999999999999845
2097,1.0,1.0,0.9999999999999842
1893,1.0,1.0,0.999999999999984
2128,1.0,1.0,0.9999999999999836
1549,1.0,1.0,0.9999999999999836
3088,1.0,1.0,0.9999999999999825
634,1.0,1.0,0.9999999999999813
5349,1.0,1.0,0.9999999999999811
4048,1.0,1.0,0.9999999999999811
4389,1.0,1.0,0.9999999999999807
3429,1.0,1.0,0.9999999999999805
911,1.0,1.0,0.9999999999999802
118,1.0,1.0,0.99999999999998
2469,1.0,1.0,0.99999999999998
2093,1.0,1.0,0.9999999999999796
5008,1.0,1.0,0.9999999999999796
104,1.0,1.0,0.9999999999999796
3053,1.0,1.0,0.9999999999999793
5263,1.0,1.0,0.9999999999999791
4013,1.0,1.0,0.9999999999999789
4973,1.0,1.0,0.9999999999999787
5812,1.0,1.0,0.999999999999978
473,1.0,1.0,0.999999999999978
4303,1.0,1.0,0.999999999999978
4852,1.0,1.0,0.9999999999999776
169,1.0,1.0,0.9999999999999774
4098,1.0,1.0,0.9999999999999769
5058,1.0,1.0,0.9999999999999769
3892,1.0,1.0,0.9999999999999769
3343,1.0,1.0,0.9999999999999769
3138,1.0,1.0,0.9999999999999767
2178,1.0,1.0,0.9999999999999767
2932,1.0,1.0,0.9999999999999765
5373,1.0,1.0,0.9999999999999762
1680,1.0,1.0,0.999999999999976
2383,1.0,1.0,0.9999999999999758
4413,1.0,1.0,0.9999999999999754
338,1.0,1.0,0.9999999999999749
3453,1.0,1.0,0.9999999999999745
2512,1.0,1.0,0.9999999999999738
2493,1.0,1.0,0.9999999999999736
3472,1.0,1.0,0.9999999999999731
4432,1.0,1.0,0.9999999999999727
5392,1.0,1.0,0.9999999999999722
886,1.0,1.0,0.9999999999999714
1821,1.0,1.0,0.9999999999999709
1664,1.0,1.0,0.9999999999999709
5649,1.0,1.0,0.9999999999999691
4689,1.0,1.0,0.9999999999999689
3729,1.0,1.0,0.9999999999999685
2769,1.0,1.0,0.9999999999999682
2951,1.0,1.0,0.9999999999999669
497,1.0,1.0,0.9999999999999665
3911,1.0,1.0,0.9999999999999662
4871,1.0,1.0,0.9999999999999654
2496,1.0,1.0,0.9999999999999649
5831,1.0,1.0,0.9999999999999645
3456,1.0,1.0,0.999999999999964
1060,1.0,1.0,0.999999999999964
1683,1.0,1.0,0.9999999999999634
4416,1.0,1.0,0.9999999999999631
5376,1.0,1.0,0.999999999999962
59,1.0,1.0,0.9999999999999618
2440,1.0,1.0,0.9999999999999598
929,1.0,1.0,0.9999999999999596
3400,1.0,1.0,0.9999999999999594
4360,1.0,1.0,0.9999999999999589
5320,1.0,1.0,0.9999999999999583
556,1.0,1.0,0.9999999999999583
1926,1.0,1.0,0.9999999999999583
1508,1.0,1.0,0.9999999999999567
2756,1.0,1.0,0.9999999999999549
4731,1.0,1.0,0.9999999999999549
3771,1.0,1.0,0.9999999999999549
2811,1.0,1.0,0.9999999999999549
2196,1.0,1.0,0.9999999999999547
5691,1.0,1.0,0.9999999999999547
3716,1.0,1.0,0.999999999999954
5055,1.0,1.0,0.9999999999999536
3156,1.0,1.0,0.9999999999999534
4676,1.0,1.0,0.9999999999999531
1121,1.0,1.0,0.9999999999999531
4095,1.0,1.0,0.9999999999999525
4116,1.0,1.0,0.9999999999999523
5636,1.0,1.0,0.9999999999999523
5042,1.0,1.0,0.999999999999952
2898,1.0,1.0,0.9999999999999518
4082,1.0,1.0,0.9999999999999512
3135,1.0,1.0,0.9999999999999509
949,1.0,1.0,0.9999999999999509
5076,1.0,1.0,0.9999999999999509
1406,1.0,1.0,0.9999999999999503
3122,1.0,1.0,0.9999999999999498
3858,1.0,1.0,0.9999999999999498
2175,1.0,1.0,0.9999999999999496
4940,1.0,1.0,0.9999999999999496
941,1.0,1.0,0.9999999999999492
1068,1.0,1.0,0.9999999999999492
229,1.0,1.0,0.9999999999999492
4944,1.0,1.0,0.9999999999999489
2162,1.0,1.0,0.9999999999999487
786,1.0,1.0,0.9999999999999487
3984,1.0,1.0,0.9999999999999483
4818,1.0,1.0,0.9999999999999478
3024,1.0,1.0,0.9999999999999476
3980,1.0,1.0,0.9999999999999474
2064,1.0,1.0,0.9999999999999467
5778,1.0,1.0,0.9999999999999454
3020,1.0,1.0,0.9999999999999449
2911,1.0,1.0,0.9999999999999449
3871,1.0,1.0,0.9999999999999443
4831,1.0,1.0,0.9999999999999436
5791,1.0,1.0,0.9999999999999429
2629,1.0,1.0,0.9999999999999427
2060,1.0,1.0,0.9999999999999425
3589,1.0,1.0,0.999999999999942
4549,1.0,1.0,0.9999999999999414
5509,1.0,1.0,0.9999999999999405
1184,1.0,1.0,0.9999999999999374
1979,1.0,1.0,0.9999999999999347
5413,1.0,1.0,0.9999999999999323
2618,1.0,1.0,0.9999999999999316
2445,1.0,1.0,0.9999999999999298
4453,1.0,1.0,0.9999999999999294
3578,1.0,1.0,0.9999999999999292
3405,1.0,1.0,0.9999999999999276
2158,1.0,1.0,0.999999999999927
4538,1.0,1.0,0.9999999999999267
3493,1.0,1.0,0.9999999999999265
1431,1.0,1.0,0.9999999999999263
3118,1.0,1.0,0.9999999999999263
4078,1.0,1.0,0.9999999999999258
5038,1.0,1.0,0.9999999999999254
4365,1.0,1.0,0.9999999999999252
5498,1.0,1.0,0.9999999999999238
1327,1.0,1.0,0.9999999999999236
2533,1.0,1.0,0.9999999999999232
5325,1.0,1.0,0.9999999999999227
1154,1.0,1.0,0.9999999999999214
1145,1.0,1.0,0.9999999999999198
295,1.0,1.0,0.999999999999919
196,1.0,1.0,0.9999999999999185
798,1.0,1.0,0.9999999999999165
5210,1.0,1.0,0.9999999999999121
970,1.0,1.0,0.9999999999999103
4250,1.0,1.0,0.999999999999909
1960,1.0,1.0,0.9999999999999074
3290,1.0,1.0,0.9999999999999059
5226,1.0,1.0,0.9999999999999032
2330,1.0,1.0,0.9999999999999027
2672,1.0,1.0,0.9999999999999019
21,1.0,1.0,0.999999999999901
4266,1.0,1.0,0.9999999999999005
820,1.0,1.0,0.9999999999999003
139,1.0,1.0,0.9999999999998994
3632,1.0,1.0,0.9999999999998994
1880,1.0,1.0,0.9999999999998992
3306,1.0,1.0,0.9999999999998976
4592,1.0,1.0,0.999999999999897
2562,1.0,1.0,0.9999999999998965
3522,1.0,1.0,0.9999999999998961
4482,1.0,1.0,0.9999999999998961
5442,1.0,1.0,0.9999999999998961
1482,1.0,1.0,0.9999999999998952
2346,1.0,1.0,0.9999999999998948
5552,1.0,1.0,0.9999999999998943
660,1.0,1.0,0.9999999999998936
4171,1.0,1.0,0.999999999999893
5131,1.0,1.0,0.999999999999893
3211,1.0,1.0,0.9999999999998928
2251,1.0,1.0,0.9999999999998923
1642,1.0,1.0,0.9999999999998921
2745,1.0,1.0,0.9999999999998892
3705,1.0,1.0,0.999999999999885
505,1.0,1.0,0.9999999999998841
5262,1.0,1.0,0.9999999999998817
4665,1.0,1.0,0.9999999999998805
1695,1.0,1.0,0.9999999999998788
4302,1.0,1.0,0.9999999999998765
5625,1.0,1.0,0.9999999999998761
2082,1.0,1.0,0.9999999999998752
3342,1.0,1.0,0.999999999999875
311,1.0,1.0,0.9999999999998748
3042,1.0,1.0,0.9999999999998737
2382,1.0,1.0,0.9999999999998732
2764,1.0,1.0,0.9999999999998723
4002,1.0,1.0,0.9999999999998721
4962,1.0,1.0,0.9999999999998705
1993,1.0,1.0,0.9999999999998697
3724,1.0,1.0,0.999999999999869
445,1.0,1.0,0.9999999999998666
2916,1.0,1.0,0.9999999999998663
4684,1.0,1.0,0.9999999999998657
3876,1.0,1.0,0.9999999999998654
4836,1.0,1.0,0.9999999999998646
5796,1.0,1.0,0.9999999999998637
5644,1.0,1.0,0.9999999999998623
948,1.0,1.0,0.9999999999998606
1673,1.0,1.0,0.999999999999857
2687,1.0,1.0,0.9999999999998461
3647,1.0,1.0,0.9999999999998432
792,1.0,1.0,0.9999999999998406
695,1.0,1.0,0.9999999999998403
4607,1.0,1.0,0.9999999999998399
5567,1.0,1.0,0.9999999999998364
3516,1.0,1.0,0.9999999999998361
4476,1.0,1.0,0.9999999999998359
5436,1.0,1.0,0.9999999999998357
2556,1.0,1.0,0.9999999999998357
5037,1.0,1.0,0.9999999999998297
4077,1.0,1.0,0.9999999999998286
3117,1.0,1.0,0.9999999999998272
2157,1.0,1.0,0.9999999999998259
1755,1.0,1.0,0.9999999999998226
5589,1.0,1.0,0.9999999999998208
5795,1.0,1.0,0.9999999999998204
4835,1.0,1.0,0.9999999999998193
3875,1.0,1.0,0.9999999999998181
4629,1.0,1.0,0.9999999999998179
2915,1.0,1.0,0.999999999999817
3669,1.0,1.0,0.9999999999998146
2709,1.0,1.0,0.9999999999998115
1614,1.0,1.0,0.9999999999998015
437,1.0,1.0,0.9999999999997953
539,1.0,1.0,0.9999999999997877
315,1.0,1.0,0.9999999999997871
1830,1.0,1.0,0.9999999999997817
100,1.0,1.0,0.9999999999997817
5014,1.0,1.0,0.9999999999997808
4054,1.0,1.0,0.9999999999997775
388,1.0,1.0,0.9999999999997773
1649,1.0,1.0,0.999999999999776
3094,1.0,1.0,0.999999999999774
1856,1.0,1.0,0.9999999999997715
5180,1.0,1.0,0.9999999999997713
2134,1.0,1.0,0.99999999999977
4220,1.0,1.0,0.9999999999997691
3260,1.0,1.0,0.9999999999997669
2300,1.0,1.0,0.9999999999997644
1647,1.0,1.0,0.99999999999976
1499,1.0,1.0,0.9999999999997311
130,1.0,1.0,0.999999999999728
1715,1.0,1.0,0.999999999999718
1213,1.0,1.0,0.9999999999997145
5468,1.0,1.0,0.9999999999997133
4508,1.0,1.0,0.9999999999997113
3548,1.0,1.0,0.9999999999997091
2588,1.0,1.0,0.9999999999997071
1401,1.0,1.0,0.9999999999996974
5184,1.0,1.0,0.9999999999996942
5099,1.0,1.0,0.9999999999996907
4139,1.0,1.0,0.9999999999996851
4224,1.0,1.0,0.9999999999996849
5696,1.0,1.0,0.9999999999996845
1263,1.0,1.0,0.9999999999996843
3179,1.0,1.0,0.9999999999996783
3264,1.0,1.0,0.9999999999996749
4736,1.0,1.0,0.9999999999996743
2219,1.0,1.0,0.9999999999996709
5152,1.0,1.0,0.9999999999996687
283,1.0,1.0,0.999999999999666
101,1.0,1.0,0.9999999999996658
2304,1.0,1.0,0.9999999999996645
788,1.0,1.0,0.9999999999996636
3776,1.0,1.0,0.9999999999996629
2816,1.0,1.0,0.9999999999996512
2788,1.0,1.0,0.9999999999996456
12,1.0,1.0,0.9999999999996398
3748,1.0,1.0,0.9999999999996381
517,1.0,1.0,0.9999999999996354
4708,1.0,1.0,0.9999999999996305
4192,1.0,1.0,0.999999999999623
5668,1.0,1.0,0.9999999999996221
1561,1.0,1.0,0.9999999999996094
1201,1.0,1.0,0.9999999999996021
2019,1.0,1.0,0.9999999999995914
5333,1.0,1.0,0.999999999999583
544,1.0,1.0,0.9999999999995826
476,1.0,1.0,0.999999999999581
3232,1.0,1.0,0.9999999999995715
1330,1.0,1.0,0.9999999999995712
4373,1.0,1.0,0.9999999999995655
797,1.0,1.0,0.9999999999995606
1696,1.0,1.0,0.9999999999995501
3413,1.0,1.0,0.9999999999995466
1410,1.0,1.0,0.9999999999995408
328,1.0,1.0,0.9999999999995368
1817,1.0,1.0,0.9999999999995313
2453,1.0,1.0,0.9999999999995266
708,1.0,1.0,0.9999999999995179
623,1.0,1.0,0.9999999999995177
177,1.0,1.0,0.999999999999517
166,1.0,1.0,0.9999999999995164
2272,1.0,1.0,0.9999999999995133
98,1.0,1.0,0.9999999999995017
5299,1.0,1.0,0.9999999999994909
1140,1.0,1.0,0.9999999999994851
1843,1.0,1.0,0.9999999999994802
4339,1.0,1.0,0.9999999999994642
1417,1.0,1.0,0.9999999999994549
1731,1.0,1.0,0.9999999999994547
5290,1.0,1.0,0.9999999999994535
5799,1.0,1.0,0.9999999999994498
3379,1.0,1.0,0.9999999999994353
451,1.0,1.0,0.9999999999994349
4330,1.0,1.0,0.9999999999994207
732,1.0,1.0,0.9999999999994165
2413,1.0,1.0,0.9999999999994069
1298,1.0,1.0,0.9999999999994047
2419,1.0,1.0,0.999999999999404
1758,1.0,1.0,0.999999999999404
4839,1.0,1.0,0.9999999999994009
5412,1.0,1.0,0.9999999999993947
4452,1.0,1.0,0.9999999999993943
3492,1.0,1.0,0.9999999999993938
2532,1.0,1.0,0.9999999999993925
3373,1.0,1.0,0.9999999999993923
3370,1.0,1.0,0.9999999999993843
250,1.0,1.0,0.9999999999993789
4333,1.0,1.0,0.9999999999993774
