test_indices,y_test,y_pred,risk_scores
129,0.0,0.0,0.01338590494194213
161,0.0,0.0,0.013377162973865504
193,0.0,0.0,0.013368456095355913
225,0.0,0.0,0.01335976675310588
257,0.0,0.0,0.013351102821282813
289,0.0,0.0,0.01334246699701215
321,0.0,0.0,0.013333853543096283
35,0.0,0.0,0.013325232109637463
67,0.0,0.0,0.01332450802065547
99,0.0,0.0,0.013323788858961292
131,0.0,0.0,0.01332306977301877
163,0.0,0.0,0.013322357071543027
195,0.0,0.0,0.01332164360286957
227,0.0,0.0,0.013320934275304954
259,0.0,0.0,0.013320228735400036
291,0.0,0.0,0.013319530486553498
323,0.0,0.0,0.013318832644772162
326,0.0,0.0,0.01252980886278037
294,0.0,0.0,0.01252935744152584
262,0.0,0.0,0.01252890861759601
230,0.0,0.0,0.012528464477497184
198,0.0,0.0,0.012528029755208198
166,0.0,0.0,0.012527607293459623
134,0.0,0.0,0.01252717577956212
102,0.0,0.0,0.012526764859298054
70,0.0,0.0,0.01252635263869507
38,0.0,0.0,0.012525945798853279
87,0.0,0.0,0.011350099763405504
113,0.0,0.0,0.01043248614337367
55,0.0,0.0,0.00924033928858167
145,0.0,0.0,0.009148123045758284
177,0.0,0.0,0.008411650869726634
209,0.0,0.0,0.00788225601014033
241,0.0,0.0,0.007489896231812446
273,0.0,0.0,0.007158006496086518
305,0.0,0.0,0.006888700565626694
337,0.0,0.0,0.006650204948258542
3,0.0,0.0,0.004676185604644335
119,0.0,0.0,0.004298178820339322
151,0.0,0.0,0.003939488102378199
183,0.0,0.0,0.0036656673472364315
215,0.0,0.0,0.003450583293185058
247,0.0,0.0,0.0032823020758785716
279,0.0,0.0,0.0031661736742114917
311,0.0,0.0,0.003079557226903804
343,0.0,0.0,0.0030036459288073545
43,0.0,0.0,0.0025208678273158707
75,0.0,0.0,0.00173828887865812
107,0.0,0.0,0.0017339505810486527
139,0.0,0.0,0.0017308085969557916
171,0.0,0.0,0.001728038641522793
203,0.0,0.0,0.001725971678006162
235,0.0,0.0,0.0017245945025229571
267,0.0,0.0,0.0017233110552296587
299,0.0,0.0,0.001722183119575192
331,0.0,0.0,0.0017207916158333686
58,0.0,0.0,0.0016251043831238031
17,0.0,0.0,0.001509445706855349
90,0.0,0.0,0.001450173667717582
122,0.0,0.0,0.0013292249571953414
154,0.0,0.0,0.00123570906388373
186,0.0,0.0,0.0011654970628781419
49,0.0,0.0,0.0011642808822384667
218,0.0,0.0,0.0011092936990001014
250,0.0,0.0,0.0010675185078722223
282,0.0,0.0,0.0010332178340206187
314,0.0,0.0,0.001002049991978474
346,0.0,0.0,0.0009739467762670227
349,0.0,0.0,0.0005277255017288324
42,0.0,0.0,0.0005205919593897553
317,0.0,0.0,0.0005123316535600372
21,1.0,0.0,0.0005098957937598961
285,0.0,0.0,0.0004963643875034107
74,0.0,0.0,0.0004904685107732994
106,0.0,0.0,0.00048774616363735513
138,0.0,0.0,0.0004851890600252058
170,0.0,0.0,0.0004828574161416633
202,0.0,0.0,0.0004807900562914637
253,0.0,0.0,0.0004799118550248649
234,0.0,0.0,0.0004787284009589125
266,0.0,0.0,0.00047675936603387627
298,0.0,0.0,0.0004748820703833299
330,0.0,0.0,0.0004731643373023496
221,0.0,0.0,0.0004618696646127074
189,0.0,0.0,0.0004413691418689563
157,0.0,0.0,0.00041941434068741866
13,0.0,0.0,0.00040925191351884457
125,0.0,0.0,0.0003953571270339053
93,0.0,0.0,0.00036880426825079563
61,0.0,0.0,0.0003379362332999354
56,0.0,0.0,0.0003051296734704417
88,0.0,0.0,0.00029492937892184793
22,0.0,0.0,0.00028858531402049093
120,0.0,0.0,0.0002875564699100769
325,0.0,0.0,0.00028489843672460245
293,0.0,0.0,0.0002847531236245339
261,0.0,0.0,0.0002846074602021983
229,0.0,0.0,0.0002844613519389195
197,0.0,0.0,0.00028431508806007604
165,0.0,0.0,0.0002841682254162236
133,0.0,0.0,0.0002840212846704107
101,0.0,0.0,0.00028387386403974245
69,0.0,0.0,0.00028372614962001406
37,0.0,0.0,0.00028357798224363216
152,0.0,0.0,0.0002815372710016715
184,0.0,0.0,0.00027651029195919287
216,0.0,0.0,0.00027209712802971975
248,0.0,0.0,0.00026826278456687475
280,0.0,0.0,0.0002647529713496044
312,0.0,0.0,0.0002615835066573693
344,0.0,0.0,0.0002587862496587482
27,0.0,0.0,0.00014299005712258218
52,0.0,0.0,0.00012032398142062098
6,1.0,0.0,6.810307747637113e-05
340,0.0,0.0,3.657029358243884e-05
308,0.0,0.0,3.5597377329383516e-05
276,0.0,0.0,3.455540570812732e-05
244,0.0,0.0,3.33120289545823e-05
212,0.0,0.0,3.182728854646402e-05
180,0.0,0.0,3.0115465524551737e-05
148,0.0,0.0,2.8122245633635444e-05
10,0.0,0.0,2.701397126832113e-05
116,0.0,0.0,2.5568360889556466e-05
84,0.0,0.0,1.3788986935847524e-05
